traj_idx,H,K
0,0.4375913692638278,0.050550457
1,0.23912617564201355,0.115299374
2,0.2231961041688919,0.18092519
3,0.38815703988075256,0.0013748697
4,0.19869615882635117,0.02571673
5,0.4986110329627991,0.029904243
6,0.462324857711792,0.015980694
7,0.46655765548348427,0.027582344
8,0.29807877726852894,0.014207329
9,0.47320093493908644,0.020391809
10,0.36885541025549173,0.026129648
11,0.3302269736304879,0.018727493
12,0.7580609321594238,3.856159
13,0.45425830595195293,0.6799276
14,0.12226884998381138,0.034787927
15,0.3807879090309143,0.013589221
16,0.32578498125076294,0.122487284
17,0.5606086850166321,0.10221841
18,0.2868974804878235,0.064787894
19,0.556113600730896,0.03377726
20,0.30299919471144676,0.01504373
21,0.38191714882850647,0.075495176
22,0.32246699556708336,0.019549355
23,0.7447298765182495,1.7089974
24,0.24186855554580688,0.014929994
25,0.5935678482055664,0.010436123
26,0.3350965082645416,0.64032537
27,0.3858962608501315,0.013521566
28,0.16373945400118828,0.014639947
29,0.3509429693222046,0.020715209
30,0.6632886528968811,2.5366845
31,0.6377838850021362,3.069626
32,0.33648163080215454,0.07291024
33,0.3374754376709461,0.06500329
34,0.3235473334789276,1.062953
35,0.5906792283058167,1.9463665
36,0.39260417222976685,0.47980073
37,0.24996003787964582,0.07081128
38,0.18424909561872482,0.028952211
39,0.7065128087997437,1.5991583
40,0.601614236831665,2.911583
41,0.33890429697930813,0.037818696
42,0.2619708636775613,0.058974233
43,0.2991825919598341,0.07639073
44,0.27254800498485565,0.0713531
45,0.3218224048614502,2.934706
46,0.3456614036113024,0.027449956
47,0.3841142086312175,0.0071222507
48,0.29524108674377203,0.013418778
49,0.24643278121948242,0.15673195
50,0.27816353645175695,0.040962365
51,0.4121023416519165,0.00520977
52,0.39461130928248167,0.017639453
53,0.19320744927972555,0.029136363
54,0.2481851615011692,0.051425997
55,0.4202247839421034,0.564428
56,0.3036332940682769,0.029820994
57,0.21641965210437775,0.006823063
58,0.22574149072170258,0.1350038
59,0.1427093744277954,0.14143635
60,0.48974883556365967,0.029204398
61,0.33834630250930786,0.07094233
62,0.3391890237107873,0.039655577
63,0.31435155868530273,3.2979383
64,0.36963483691215515,0.03927193
65,0.2779054082930088,0.027516222
66,0.2333570523187518,0.021226835
67,0.183639214374125,0.021973478
68,0.7412517070770264,0.23336738
69,0.40600621700286865,0.046477642
70,0.29417024552822113,0.010828072
71,0.34625059366226196,0.04376096
72,0.23699610866606236,0.020759152
73,0.3074493110179901,3.179973
74,0.5963647365570068,0.0019807208
75,0.36154243256896734,0.029480323
76,0.4361745221540332,0.027652023
77,0.35183006525039673,2.86421
78,0.43531593680381775,0.23618375
79,0.31364160776138306,0.09158894
80,0.352365642786026,0.028892089
81,0.34597679786384106,0.042302523
82,0.4172665989026427,0.10375115
83,0.809326171875,0.033753507
84,0.3633888363838196,0.04515762
85,0.6157901883125305,0.6950643
86,0.320949524641037,0.065019816
87,0.40754973888397217,1.1702762
88,0.3285897374153137,0.017805917
89,0.31793320178985596,1.9229846
90,0.41040788032114506,0.037665695
91,0.23217745404690504,0.021534009
92,0.3412071792408824,0.02569798
93,0.4558204412460327,0.10505706
94,0.37701651081442833,0.03643366
95,0.29905472602695227,0.04990859
96,0.3374328911304474,0.083927296
97,0.30176234245300293,5.6865215
98,0.2797511890530586,0.04714974
99,0.4674598276615143,0.015276567
100,0.2760887797921896,0.024566831
101,0.32702216506004333,2.8392665
102,0.48922246880829334,0.03099745
103,0.4579009674489498,0.017248433
104,0.31666804384440184,0.011371321
105,0.23209939897060394,0.023844913
106,0.5285066366195679,0.022720389
107,0.32315126061439514,0.015790885
108,0.23077388107776642,0.025725365
109,0.4606933295726776,0.044739317
110,0.5073384046554565,3.038812
111,0.46104761958122253,0.16805485
112,0.24377764761447906,0.007053248
113,0.44327258691191673,0.010530625
114,0.4843589663505554,0.001796491
115,0.5681447982788086,0.100750744
116,0.43120795488357544,0.10187363
117,0.44797368347644806,0.01781855
118,0.35219050012528896,0.02882135
119,0.3351009488105774,0.046154153
120,0.44375081826001406,0.031408016
121,0.20826815906912088,0.027467804
122,0.477450430393219,0.025151925
123,0.5888405544683337,0.008843361
124,0.2665014583617449,0.038185548
125,0.35742717143148184,0.017376669
126,0.46655869483947754,4.7462916
127,0.40006745140999556,0.014477813
128,0.4362283945083618,0.027007408
129,0.30890756845474243,0.08633759
130,0.1937614344060421,0.05006123
131,0.32512324303388596,0.014533723
132,0.32163700461387634,0.046837438
133,0.3137771189212799,0.055407226
134,0.26761581003665924,0.011970357
135,0.2735196379944682,0.03296936
136,0.33951791003346443,0.046474617
137,0.25228943582624197,0.059190966
138,0.17335432022809982,0.01463711
139,0.32904869318008423,0.030569822
140,0.37193331122398376,0.017004836
141,0.37795443274080753,0.06140004
142,0.22151504829525948,0.011068532
143,0.3360286969691515,0.04818692
144,0.2275606244802475,0.007876703
145,0.354989318177104,0.9432164
146,0.2979314192198217,0.067458116
147,0.4301196038722992,0.025332008
148,0.22916301619261503,0.015536219
149,0.22241537645459175,0.007964589
150,0.17794658243656158,0.044629116
151,0.2660152520984411,0.031898778
152,0.43179784156382084,0.026646247
153,0.42348862439393997,0.071815565
154,0.2560551753267646,0.014767095
155,0.32026996184140444,0.031670537
156,0.2930352035909891,0.0336965
157,0.30449257511645555,0.1558976
158,0.2936399579048157,0.07761075
159,0.20905293338000774,0.023859376
160,0.3037357600405812,0.018217884
161,0.3676114100962877,0.035864152
162,0.33387577533721924,0.095372915
163,0.313210166990757,0.023192097
164,0.40547687839716673,0.051910162
165,0.3448180314153433,0.04848293
166,0.316507276147604,0.028445391
167,0.30279281083494425,0.017741488
168,0.2789340242743492,0.10556653
169,0.4416551385074854,0.05198718
170,0.25903216004371643,0.015080352
171,0.396483002230525,0.022304952
172,0.3145792782306671,0.027984576
173,0.15846285037696362,0.08062064
174,0.5669077634811401,0.04506965
175,0.4093816624954343,0.026535727
176,0.619617760181427,0.26169488
177,0.3228221144527197,0.025270315
178,0.576419223099947,0.022193333
179,0.36343616247177124,0.13192488
180,0.43491948023438454,0.021362787
181,0.2886188132688403,0.03540442
182,0.19313850440084934,0.038404346
183,0.3152591148391366,0.037609782
184,0.39270577300339937,0.026841529
185,0.3819996193051338,0.02985595
186,0.3085987316444516,0.05898056
187,0.5707312915474176,0.044395443
188,0.41406156588345766,0.1066114
189,0.3942208718508482,0.01982142
190,0.3962738513946533,0.031557005
191,0.35270909033715725,0.046279136
192,0.7309727668762207,0.050566114
193,0.15056292060762644,0.028124467
194,0.16763569694012403,0.20410118
195,0.3606171989813447,0.0107569415
196,0.4180467128753662,0.058021
197,0.48077261447906494,1.7061629
198,0.3354944586753845,0.02776413
199,0.5096071362495422,0.0433692
200,0.35524087212979794,0.034264885
201,0.29392120242118835,0.04487005
202,0.20637044310569763,0.052209165
203,0.34159618616104126,0.051393174
204,0.39339718222618103,0.002229505
205,0.35965495742857456,0.022067413
206,0.46592873334884644,0.699005
207,0.5040870904922485,0.029476391
208,0.48110470175743103,4.921707
209,0.45018619298934937,0.17975259
210,0.19120942056179047,0.050236326
211,0.1671619014814496,0.03300855
212,0.32233274169266224,0.031236991
