traj_idx,H,K
0,0.8218329548835754,0.4261297
1,0.641506552696228,1.4592342
2,0.5139697790145874,3.947048
3,0.4024418592453003,1.0441016
4,0.5432758331298828,0.72387296
5,0.4686714708805084,1.8364851
6,0.7416187524795532,0.95245427
7,0.4372491044923663,1.5566901
8,0.42945677042007446,2.1388094
9,0.46642204374074936,0.1923637
10,0.3243519961833954,0.08368052
11,0.4576890766620636,0.08853703
12,0.5187779664993286,0.4540613
13,0.3759150505065918,0.076007426
14,0.36969509720802307,0.03956377
15,0.6170074939727783,3.1236272
16,0.5445396900177002,1.5949076
17,0.5776132745668292,1.9024608
18,0.644389271736145,1.880324
19,0.43043508287519217,1.1804518
20,0.5335887670516968,0.36101714
21,0.5159116387367249,1.7188519
22,0.5969626419246197,1.4997597
23,0.3630238175392151,0.77863604
24,0.2974262535572052,0.09934715
25,0.3722114562988281,2.176221
26,0.49713882338255644,0.48367646
27,0.3460797406733036,0.8911602
28,0.3853675127029419,1.1919105
29,0.5857258476316929,0.7033249
30,0.39900460839271545,0.36773682
31,0.6045011281967163,0.28966483
32,0.7050688359886408,1.1856416
33,0.22076863050460815,0.10158233
34,0.3099404275417328,0.1676596
35,0.5212437510490417,0.2811247
36,0.4589257203042507,0.9431044
37,0.41436171531677246,2.0534515
38,0.3987455368041992,0.8289659
39,0.3939895015209913,0.798455
40,0.3220249116420746,0.035200868
41,0.34465399384498596,0.16494633
42,0.5588411092758179,1.2589244
43,0.6719551086425781,0.41747394
44,0.4676872193813324,1.2325429
45,0.35057294368743896,1.5109953
46,0.33199000358581543,6.6378
47,0.45596759766340256,0.66560423
48,0.49862876534461975,1.245047
49,0.23461971059441566,0.14651203
50,0.234098419547081,0.42543244
51,0.23951974790543318,0.02314684
52,0.6601389646530151,0.5839377
53,0.39579588174819946,0.112427846
54,0.5366306789219379,1.0208838
55,0.43816739320755005,1.0471504
56,0.5213235020637512,0.37037355
57,0.20870634634047747,0.040542956
58,0.3054296374320984,1.1619557
59,0.30967041943222284,0.016866673
60,0.5589452981948853,0.31024054
61,0.5360801219940186,1.391893
62,0.4648176431655884,1.8350037
63,0.4304931163787842,2.2287169
64,0.7576639484614134,0.13982534
65,0.4006569981575012,1.544288
66,0.482475221157074,0.13487159
67,0.4523835778236389,0.6785268
68,0.3905758438631892,0.25720274
69,0.495050884783268,0.4135595
70,0.20694191101938486,0.04876417
71,0.3178425431251526,0.25411442
72,0.521757960319519,2.525863
73,0.4234633445739746,0.9293103
74,0.7349645495414734,0.0967216
75,0.5163974473252892,1.102341
76,0.36793988943099976,0.20934215
77,0.5194050073623657,1.2611923
78,0.6497147083282471,3.316282
79,0.41473907232284546,1.315104
80,0.6221938729286194,0.7002941
81,0.7542247213423252,1.0846363
82,0.45397746562957764,0.32510743
83,0.6057556867599487,0.5333009
84,0.42944344133138657,1.9496547
85,0.5911839008331299,1.5200874
86,0.5257773399353027,1.809079
87,0.6132007837295532,0.8465054
88,0.4253197908401489,1.1074926
89,0.5306395888328552,0.18179794
90,0.48187899589538574,1.6129678
91,0.3942049741744995,0.15465653
92,0.5930318832397461,0.12093385
93,0.6344637870788574,0.7348546
94,0.48598895221948624,1.9125979
95,0.5934202056378126,1.0572495
96,0.49729405250400305,1.2472665
97,0.4711202383041382,0.8794684
98,0.6862684488296509,0.75386703
99,0.6012117266654968,0.24146469
100,0.3757865047082305,0.62451375
101,0.5963525176048279,0.4788317
102,0.42660555243492126,1.5470916
103,0.4482094347476959,0.9769526
104,0.4769385401159525,1.296679
105,0.6086267232894897,1.463404
106,0.33212159387767315,0.16112538
107,0.37077072262763977,0.9603808
108,0.41441098880022764,1.0790704
109,0.5364647572860122,0.90512747
110,0.38214353984221816,0.14742084
111,0.5187488151714206,0.32340232
112,0.5207017734646797,1.1679094
113,0.3300097584724426,3.0136676
114,0.8119269609451294,0.7718559
115,0.3509547496214509,0.12319433
116,0.2905103862285614,5.0120544
117,0.6030548959970474,0.07065064
118,0.2783793145790696,0.06657305
119,0.3600797653198242,0.10090928
120,0.7504647020250559,0.6233434
121,0.4616052806377411,0.37408754
122,0.39698973298072815,2.080238
123,0.5483364462852478,0.039522067
124,0.7257305979728699,0.6545054
125,0.6672858595848083,1.1644138
126,0.4612123966217041,0.7222009
127,0.47993791103363037,3.3762958
128,0.36288905143737793,0.7931641
129,0.6032034158706665,1.1490368
130,0.41228026151657104,2.4765112
131,0.7879973649978638,0.8245407
132,0.6208412647247314,2.5577526
133,0.435221791267395,0.12957251
134,0.4033874738961458,0.3471527
135,0.12814253009855747,0.0628784
136,0.4373586177825928,1.4586086
137,0.4395837187767029,0.6278556
138,0.30307421274483204,0.9447478
139,0.4626277685165405,2.1165524
140,0.1328427866101265,0.15917784
141,0.4385971128940582,0.17337844
142,0.5069923754781485,1.1277809
143,0.4830111265182495,1.5556824
144,0.7524422407150269,2.310876
145,0.489785373210907,1.2590003
146,0.5104708075523376,1.0416207
147,0.6884498596191406,0.22605808
148,0.764732850715518,0.6520834
149,0.4563271999359131,0.57497025
150,0.3764399290084839,0.6941239
151,0.42513546347618103,0.5987725
152,0.5325570115819573,0.36495325
153,0.38206134643405676,0.07068237
154,0.5087060332298279,1.8385783
155,0.36223238706588745,1.0639516
156,0.34460100531578064,1.693875
157,0.4571249485015869,1.5620562
158,0.2315129041671753,1.8057115
159,0.6261549256742001,0.9418503
160,0.3168567419052124,3.0556238
161,0.24824458919465542,0.015642457
162,0.6041643619537354,0.7106593
163,0.2968180179595947,0.92933184
164,0.5065743923187256,1.285204
165,0.5020185708999634,1.6130185
166,0.21950432751327753,0.061842624
167,0.7055947780609131,2.0003548
168,0.6483867168426514,1.0320572
169,0.19338752562180161,0.03895613
170,0.4843694269657135,2.3532763
171,0.29309505224227905,0.2604089
172,0.6681255102157593,1.101742
173,0.742877721786499,2.2303886
174,0.5081616640090942,0.33870804
175,0.3875625729560852,1.6403961
176,0.3236833941191435,0.04124831
177,0.6648337841033936,3.2507648
178,0.6221510171890259,0.036808874
179,0.4322109520435333,1.644229
180,0.30603990657255054,1.8887757
181,0.6380897760391235,0.79800665
182,0.42465769685804844,1.0057309
183,0.3425714671611786,0.0277105
184,0.5583867430686951,1.5862
185,0.7178686857223511,3.7396445
186,0.6540290117263794,1.0098774
187,0.6680267453193665,1.5133328
188,0.522411584854126,2.5012295
189,0.44794517755508423,0.5465011
190,0.5383833469823003,1.3036127
191,0.5276292562484741,1.0335883
192,0.24335960019379854,0.14664266
193,0.40289604663848877,1.6162883
194,0.47221535444259644,0.19037889
195,0.4693477749824524,1.388106
196,0.7523265480995178,1.4740423
197,0.1849863426759839,0.0425145
198,0.3862327039241791,3.7467422
199,0.33562925457954407,1.1341662
200,0.467465341091156,0.8747198
201,0.3386233448982239,1.854849
202,0.3507708562538028,0.74134487
203,0.5916171763092279,1.4877062
204,0.4160424470901489,0.82312214
205,0.4052237570285797,1.2298934
206,0.4226843537762761,0.5031934
207,0.6033755540847778,0.8236157
208,0.6708888076245785,0.85579747
209,0.5076863765716553,2.7273014
210,0.40490955114364624,1.405734
211,0.5157506465911865,0.017464
212,0.4749278426170349,1.7405603
213,0.4365789294242859,2.5990844
214,0.5881100296974182,3.1845193
215,0.24548662453889847,0.014785655
216,0.40898457169532776,0.9475465
217,0.3505215309560299,0.09320532
218,0.30551013350486755,1.1716006
219,0.7600858211517334,1.2594794
220,0.5638336567208171,0.72448593
221,0.6209819316864014,0.9875425
222,0.32894062995910645,3.6107993
223,0.6457606554031372,4.5077085
224,0.489725130610168,1.816948
