frame,x,y,z,xvar,yvar,rho,norm_cst,intensity,window_size
2,26.117974014373075,13.375345062888357,0.0,1.0179766060819555,2.0498176847410368,-0.020616975928746877,0.7193456330968175,0.9549727776719366,7
3,25.90098771120885,15.400060017977141,0.0,1.619034324340951,1.2440827843232902,0.03452947413864889,0.6984407797500612,0.9578044012233736,7
4,25.01858787347235,18.73126763994375,0.0,1.152728218880451,0.9487077788073426,0.10642148707178846,0.8283240355887698,1.1152525998988436,7
5,25.452583950021488,20.708660160989133,0.0,0.9525986680275035,0.9481073361335669,-0.18104706572777077,0.818065946998993,1.0889413711456453,7
6,27.309453356185305,23.136725064161762,0.0,3.222265202860028,3.6441445208731973,-0.34062149845638856,0.5316118231903406,0.7785362235199305,7
7,29.40448662054336,22.30034637887771,0.0,3.1721921157234916,1.9872893012022013,-0.05583044836385882,0.5540690166133139,0.8653085571902487,7
8,29.596557707626047,22.54924238671115,0.0,1.7941376108849814,1.8997156242838429,-0.11638441192902142,0.6317269542730682,0.9279068449056976,7
9,31.77060341990468,23.26506680347667,0.0,1.268856014161387,1.4229785358184244,-0.04880989301211373,0.7219224433564763,0.9777805368566136,7
10,30.991906327887296,23.967050447129495,0.0,0.7978651898553238,0.6736318255668589,-0.09843677266937098,0.8355573499669,1.0467030787934228,7
11,30.953740915733537,22.054159441951143,0.0,1.1946899589107767,1.1354431082011078,0.119433239505633,0.6435443816594891,0.8404801098518185,7
12,31.49358238879313,20.674747532790573,0.0,1.746425864493943,1.7722795370071722,-0.03808697856195472,0.7943092674182132,1.1062355429099275,7
13,58.88466417363201,25.94197871057929,0.0,1.7954255452674037,1.2543687358291298,-0.2636715071527358,0.6274696061412324,0.8241608360806931,7
13,34.96951122313404,18.18776903414607,0.0,1.1860934846641085,1.0212346464086437,-0.1364130817966879,0.636854226261475,0.8335454562009358,7
14,60.129120775660994,24.980143441501717,0.0,1.3613904866685158,1.011111293602457,-0.02907202399105606,0.7563067926552623,1.0098729385521739,7
14,38.67906337594544,15.623584391384767,0.0,1.9858408685977005,1.9231934930442158,0.028938898419483605,0.579468934528354,0.8330350804252656,7
14,54.467014789948884,6.656941508709625,0.0,2.630854153502411,2.1102609471782365,-0.2639963054376504,0.5781646949831737,0.8317308408800853,7
15,39.07692178383241,16.12823761735139,0.0,1.2901173445539782,1.560020408784167,0.058448183638482344,0.5698008380265807,0.7792310259671782,7
15,61.35580569166401,25.4437260035878,0.0,1.5055223104051867,1.275928573139745,0.06754147361063666,0.591419747474037,0.8008499354146346,7
